CustomerID,TransactionNum,TransactionID,Date
1,1,TXN-0001-001,8/10/2023
1,2,TXN-0001-002,4/24/2019
2,1,TXN-0002-001,1/10/2021
3,1,TXN-0003-001,9/7/2015
3,2,TXN-0003-002,11/4/2016
3,3,TXN-0003-003,3/13/2016
3,4,TXN-0003-004,12/5/2020
3,5,TXN-0003-005,2/9/2017
4,1,TXN-0004-001,3/31/2024
4,2,TXN-0004-002,9/25/2015
4,3,TXN-0004-003,6/7/2020
4,4,TXN-0004-004,12/13/2017
5,1,TXN-0005-001,8/24/2015
5,2,TXN-0005-002,1/24/2016
5,3,TXN-0005-003,4/26/2023
5,4,TXN-0005-004,2/1/2017
6,1,TXN-0006-001,1/23/2020
6,2,TXN-0006-002,9/14/2021
6,3,TXN-0006-003,9/15/2016
7,1,TXN-0007-001,9/15/2022
7,2,TXN-0007-002,3/28/2024
8,1,TXN-0008-001,2/14/2023
8,2,TXN-0008-002,12/23/2023
8,3,TXN-0008-003,6/6/2018
8,4,TXN-0008-004,12/10/2022
8,5,TXN-0008-005,7/31/2016
8,6,TXN-0008-006,10/23/2020
8,7,TXN-0008-007,3/10/2016
8,8,TXN-0008-008,11/20/2020
8,9,TXN-0008-009,7/25/2024
9,1,TXN-0009-001,2/2/2017
9,2,TXN-0009-002,8/17/2022
10,1,TXN-0010-001,10/24/2022
10,2,TXN-0010-002,8/22/2018
10,3,TXN-0010-003,11/15/2020
10,4,TXN-0010-004,10/16/2022
10,5,TXN-0010-005,9/20/2018
10,6,TXN-0010-006,12/16/2022
10,7,TXN-0010-007,10/18/2021
10,8,TXN-0010-008,3/22/2016
10,9,TXN-0010-009,7/10/2020
10,10,TXN-0010-010,8/24/2018
11,1,TXN-0011-001,9/6/2015
11,2,TXN-0011-002,6/15/2015
11,3,TXN-0011-003,9/22/2024
11,4,TXN-0011-004,4/20/2023
11,5,TXN-0011-005,9/20/2018
11,6,TXN-0011-006,10/16/2017
11,7,TXN-0011-007,6/25/2016
12,1,TXN-0012-001,1/28/2017
13,1,TXN-0013-001,9/13/2023
14,1,TXN-0014-001,12/13/2024
14,2,TXN-0014-002,10/29/2020
15,1,TXN-0015-001,12/20/2020
15,2,TXN-0015-002,3/7/2017
15,3,TXN-0015-003,1/26/2023
15,4,TXN-0015-004,5/18/2015
16,1,TXN-0016-001,2/9/2021
16,2,TXN-0016-002,7/4/2024
16,3,TXN-0016-003,9/15/2018
16,4,TXN-0016-004,10/3/2022
17,1,TXN-0017-001,10/19/2024
17,2,TXN-0017-002,2/19/2020
17,3,TXN-0017-003,4/20/2023
17,4,TXN-0017-004,3/10/2015
17,5,TXN-0017-005,2/6/2022
17,6,TXN-0017-006,10/1/2020
17,7,TXN-0017-007,1/13/2019
17,8,TXN-0017-008,7/24/2015
17,9,TXN-0017-009,12/13/2020
18,1,TXN-0018-001,2/12/2015
18,2,TXN-0018-002,3/21/2020
18,3,TXN-0018-003,11/28/2020
18,4,TXN-0018-004,1/30/2017
18,5,TXN-0018-005,3/23/2025
18,6,TXN-0018-006,11/29/2023
18,7,TXN-0018-007,12/5/2022
18,8,TXN-0018-008,11/12/2020
18,9,TXN-0018-009,6/17/2020
18,10,TXN-0018-010,6/7/2024
19,1,TXN-0019-001,4/19/2020
20,1,TXN-0020-001,10/31/2024
20,2,TXN-0020-002,6/18/2017
20,3,TXN-0020-003,12/26/2015
20,4,TXN-0020-004,1/26/2023
20,5,TXN-0020-005,9/16/2019
20,6,TXN-0020-006,10/8/2015
20,7,TXN-0020-007,12/11/2023
20,8,TXN-0020-008,3/2/2020
20,9,TXN-0020-009,12/11/2023
21,1,TXN-0021-001,10/28/2016
21,2,TXN-0021-002,4/3/2015
21,3,TXN-0021-003,11/2/2016
21,4,TXN-0021-004,5/23/2020
22,1,TXN-0022-001,3/2/2015
22,2,TXN-0022-002,5/5/2022
22,3,TXN-0022-003,7/20/2023
22,4,TXN-0022-004,7/6/2024
22,5,TXN-0022-005,10/25/2017
22,6,TXN-0022-006,1/29/2019
22,7,TXN-0022-007,8/26/2016
22,8,TXN-0022-008,11/12/2016
22,9,TXN-0022-009,1/25/2022
23,1,TXN-0023-001,11/29/2018
23,2,TXN-0023-002,11/25/2022
23,3,TXN-0023-003,10/24/2024
23,4,TXN-0023-004,5/16/2022
23,5,TXN-0023-005,3/30/2021
23,6,TXN-0023-006,6/7/2016
23,7,TXN-0023-007,7/21/2021
24,1,TXN-0024-001,7/15/2023
24,2,TXN-0024-002,2/6/2022
24,3,TXN-0024-003,5/22/2020
24,4,TXN-0024-004,1/6/2018
25,1,TXN-0025-001,10/20/2019
25,2,TXN-0025-002,1/11/2020
25,3,TXN-0025-003,8/11/2023
25,4,TXN-0025-004,10/12/2022
25,5,TXN-0025-005,4/15/2021
25,6,TXN-0025-006,9/25/2020
25,7,TXN-0025-007,2/18/2018
25,8,TXN-0025-008,3/11/2021
26,1,TXN-0026-001,4/5/2021
26,2,TXN-0026-002,12/15/2017
26,3,TXN-0026-003,7/25/2021
26,4,TXN-0026-004,4/17/2015
26,5,TXN-0026-005,11/18/2022
26,6,TXN-0026-006,2/17/2015
26,7,TXN-0026-007,12/23/2024
26,8,TXN-0026-008,12/3/2015
26,9,TXN-0026-009,11/15/2017
26,10,TXN-0026-010,10/22/2022
27,1,TXN-0027-001,7/4/2018
27,2,TXN-0027-002,8/17/2020
27,3,TXN-0027-003,9/16/2016
27,4,TXN-0027-004,3/5/2020
27,5,TXN-0027-005,6/30/2018
28,1,TXN-0028-001,9/12/2019
29,1,TXN-0029-001,7/29/2022
29,2,TXN-0029-002,10/30/2015
29,3,TXN-0029-003,9/30/2016
30,1,TXN-0030-001,2/25/2015
30,2,TXN-0030-002,12/26/2016
30,3,TXN-0030-003,6/9/2016
30,4,TXN-0030-004,4/18/2016
30,5,TXN-0030-005,1/28/2015
30,6,TXN-0030-006,10/26/2020
30,7,TXN-0030-007,1/1/2024
31,1,TXN-0031-001,6/19/2024
31,2,TXN-0031-002,12/31/2015
31,3,TXN-0031-003,6/6/2022
31,4,TXN-0031-004,6/9/2016
31,5,TXN-0031-005,7/9/2022
31,6,TXN-0031-006,8/28/2018
32,1,TXN-0032-001,6/1/2017
32,2,TXN-0032-002,10/27/2017
32,3,TXN-0032-003,10/23/2017
32,4,TXN-0032-004,7/5/2019
32,5,TXN-0032-005,7/7/2017
33,1,TXN-0033-001,8/29/2022
33,2,TXN-0033-002,8/7/2021
33,3,TXN-0033-003,11/10/2019
34,1,TXN-0034-001,3/12/2019
34,2,TXN-0034-002,2/28/2024
34,3,TXN-0034-003,10/17/2024
34,4,TXN-0034-004,10/24/2022
35,1,TXN-0035-001,8/18/2022
35,2,TXN-0035-002,3/21/2020
35,3,TXN-0035-003,6/14/2023
35,4,TXN-0035-004,4/30/2018
35,5,TXN-0035-005,7/13/2019
35,6,TXN-0035-006,4/29/2016
36,1,TXN-0036-001,9/6/2020
36,2,TXN-0036-002,12/14/2016
37,1,TXN-0037-001,11/28/2017
37,2,TXN-0037-002,5/30/2020
38,1,TXN-0038-001,7/20/2018
38,2,TXN-0038-002,6/8/2018
38,3,TXN-0038-003,11/3/2020
38,4,TXN-0038-004,9/15/2024
38,5,TXN-0038-005,5/6/2015
38,6,TXN-0038-006,10/30/2022
38,7,TXN-0038-007,6/20/2016
39,1,TXN-0039-001,1/1/2021
39,2,TXN-0039-002,11/5/2024
40,1,TXN-0040-001,12/28/2023
40,2,TXN-0040-002,9/3/2020
40,3,TXN-0040-003,5/23/2019
40,4,TXN-0040-004,6/27/2024
40,5,TXN-0040-005,3/8/2015
40,6,TXN-0040-006,8/21/2015
41,1,TXN-0041-001,11/26/2020
41,2,TXN-0041-002,3/15/2018
41,3,TXN-0041-003,11/28/2020
41,4,TXN-0041-004,3/25/2021
41,5,TXN-0041-005,4/21/2015
